Name,Appearances
Martin Soap,27
Edith Sawyer,27
Esme Cuckoo,27
Ezekiel Sims,27
Catherine Wilder,27
Victor Stein,27
Sidney Green,27
Michael van Patrick,27
Faiza Hussain,27
Leah,27
Fury,26
Dionysus Acratophorus,26
Xemnu,26
Bull McGiveney,26
Henry Hawk,26
Gary Gilbert,26
Arnold Paffenroth,26
Carl Walker,26
Heather Duncan,26
Isaiah Curwen,26
Joy Meachum,26
James Scully,26
Lotus Shinchuko,26
Moses Magnum,26
Janus Tepes,26
Toothgrinder,26
Bi-Beast,26
Lester Verde,26
Matthew Gilden,26
Gary Cody,26
SJ3RX,26
Curtiss Jackson,26
Earthquake,26
Leong Coy Manh,26
Sunset Bain,26
Vic Martinelli,26
Arnie Roth,26
Eugene Patilio,26
Victor Palermo,26
Revanche,26
Opal Tanaka,26
Abraham Cornelius,26
Julia Winters,26
Alexander Ellis,26
James Sokolowski,26
Jason Ionello,26
Adrian Corbo,26
John Watkins III,26
Christian Cord,26
John King,26
Brian Cruz,26
Amatsu-Mikaboshi,26
Maria Vasquez,26
Sinclair Abbott,26
Jeff Brown,26
Emery Schaub,26
Michele Gonzales,26
Darla Deering,26
Jia Jing,26
Trevor Hawkins,26
Anna Maria Marconi,26
Leonard McKenzie,26
Claire Voyant,25
Heinz Kruger,25
Suwan,25
Jerold Morgan,25
Laura Brown,25
Harokin,25
Kaluu,25
Sidney Levine,25
Stallior,25
Hyperion,25
Taj Nital,25
Robert Frank Jr.,25
Joseph Manfredi,25
Gena Landers,25
Joshua Stragg,25
Charles Chandler,25
Fritz von Meyer,25
Peter Quinn,25
Elysius,25
Shaitan,25
"Han, Chang, Lin, Sun, and Ho Tao-Yu",25
Nga Coy Manh,25
Harry Osgood,25
Arthur Chekov,25
Rose Palermo,25
Katherine Waynesboro,25
Black Fox,25
Sheoke Sanada,25
Terminus,25
Martin Fletcher,25
Bloodscream,25
Andrea Sterman,25
Achilles,25
Jeremy Stevens,25
Misha Bushida,25
Stacy Arnheim,25
Garabed Bashur,25
Suvik Senyaka,25
Desiree Winthrop,25
Arlette Truffaut,25
Carter Ghazikhanian,25
Vincent Stewart,25
Adriana Soria,25
Augustus Pugliese,25
Toxin,25
Maya Hansen,25
Axeman Bone,25
Yuri Watanabe,25
Ikol,25
Kenji Uedo,25
Elizabeth Barstow,24
Lorna,24
Mikki,24
Dorrek VII,24
Frederick Duncan,24
Thomas Gideon,24
Jormungand,24
Roy Stone,24
Una,24
Timberius,24
William Drake,24
Yandroth,24
Michael Marko,24
Cornelius van Lunt,24
Shuma-Gorath,24
Curtis Carr,24
Gabriel,24
Condor,24
Griffin Gogol,24
Rieg Davan,24
Nicholas Fury,24
Ereshkigal,24
Joshua Cooper,24
Alan Fagan,24
Deathurge,24
Devil,24
Lorina Dodson,24
Phastos,24
Abigail Wright,24
Aaron Chord,24
Arthur Dolan,24
Daniel Fielstein,24
Ajax,24
Gauntlet,24
Paibok,24
Sublime,24
Rosalie Carbone,24
Harlan Kleinstock,24
Jillian Woods,24
Sven Kleinstock,24
Clarice Ferguson,24
Andrea Roarke,24
Cleavon Twain,24
Giacomo Fortunato,24
Pierre Fresson,24
Conrad Josten,24
Adrienne Frost,24
Trey Rollins,24
Mister X,24
Spike,24
Kevin Cole,24
Janet Stein,24
Leslie Dean,24
Kelsey Leigh,24
Overdrive,24
Carson Wyche,24
Cul Borson,24
Kade Kilgore,24
H.E.L.E.N.,24
Hrimhari,24
David Bond,24
Jack Casey,23
Dave Carson,23
Whitney Hammond,23
Greg Knight,23
Janice Cord,23
Lani Ubanu,23
Richard Nixon,23
Roderick Krupp,23
Garokk,23
Set,23
Kondrati Topolov,23
Robert Takiguchi,23
Magnus,23
Dansen Macabre,23
Pharoid,23
Jason Strongbow,23
Lancelot Steele,23
Roberta,23
Alison Double,23
Elton Healey,23
Francis Xavier Delgado,23
Mark Hallett,23
Mister Johnston,23
Ogun,23
Autumn Rolfson,23
Cormick Grimshaw,23
Rebecca Nales,23
Skullbuster,23
Jane Thorne,23
Lenny Ballinger,23
Tai,23
Tamara Kurtz,23
Carol Hines,23
Amelia Barnhardt,23
Clara Menninger,23
Louise Hastings,23
Marilla,23
Candra,23
Skreet,23
James Hudson,23
White Tiger,23
Fever Pitch,23
Donald Callahan,23
Centrally Located Organic Computer,23
George W. Bush,23
Sophie Cuckoo,23
Shola Inkose,23
Robert Minoru,23
Tina Minoru,23
Venom,23
Maximus Jensen,23
Lambda-Zero,23
Bride of Nine Spiders,23
Delphyne Gorgon,23
Timothy Cababa,23
Aiden,23
Cullen Bloodstone,23
Rebecca Ryker,23
Lightning,22
Cory Rand,22
Giganto,22
Wong-Chu,22
Carlo Zota,22
Lucifer,22
Zarek,22
Jacques Larocque,22
Sam Yates,22
Typhon,22
George Smith,22
Lupo,22
Taku,22
Hebe,22
Tongah,22
Zala Dane,22
Tu,22
Deacon Frost,22
Kamo Tharnn,22
Matriarch,22
Desmond Charne,22
Model X3Z,22
Buford Hollis,22
Tamara Hashioka,22
Willard Scott,22
Sigyn,22
Alexei Vazhin,22
Magda Eisenhardt,22
Mike Farrell,22
Calypso Ezili,22
Lois London,22
Lucinda Guthrie,22
Mister Varley,22
Wallace Jackson,22
Kevin,22
Kathleen Dare,22
Pretty Boy,22
Alysande Stuart,22
Josef Petkus,22
Perun,22
Roughouse,22
Desmond Marrs,22
Lotus Newmark,22
Walter Rosen,22
Adam Crown,22
Epoch,22
Donald Clendenon,22
Feron,22
Samson Buchanan,22
Curtis Elkins,22
Donna Diego,22
Firearm,22
Jean-Luc LeBeau,22
Kenneth Parmenter,22
Samuel Caulkin,22
Dominic Destine,22
Jasmine Destine,22
Paradox,22
Gregory Herd,22
Buzz,22
Nicholas Fury,22
Rosalind Sharpe,22
T-Ray,22
Tonaja,22
Litterbug,22
Gabriel Stacy,22
Aleksander Lukin,22
Shingen Harada II,22
Hermann Goering,21
Tex Morgan,21
Dull Knife,21
It the Living Colossus,21
Bruce Olafsen,21
Bor Burison,21
Maha Yogi,21
Hildegund,21
Spencer Smythe,21
Cerberus,21
Fafnir,21
Ralph Roberts,21
Sentry 459,21
Seth,21
Boss Morgan,21
Christine Palmer,21
Philip Russell,21
Ram II,21
Silas Grant,21
Roxanne Gilbert,21
Shou-Lao,21
Autolycus,21
Veronica Dultry,21
Brian DeWolff,21
Davan Shakari,21
Domini,21
Woodgod,21
Nezarr,21
One Above All,21
Randall Darby,21
Deathwings,21
Genji Odashu,21
Ilongo Savage,21
Richard Carson,21
Angelo Macon,21
Carmen Pryde,21
Detective Flint,21
Fireflyte,21
Alain Racine,21
Wolf,21
Smartship Friday,21
Stanley Carter,21
Buchanan Mitty,21
Margaret Murdock,21
Thomas Maximoff,21
William Maximoff,21
Ariel,21
Priscilla Lyons,21
Tath Ki,21
Imei Chang,21
Luis Alvarez,21
Anne Marie Hoag,21
Archibald Corrigan,21
Dinah Soar,21
Alex Flores,21
Eisenhower Canty,21
Zachary Moonhunter,21
Adam Neramani,21
Victor Slaughter,21
Connor Trevane,21
Jaine Cutter,21
Walter Destine,21
Rina Patel,21
Rebecca Barnes,21
Montgomery Burns,21
Demitrius Collins,21
Cassandra Nova Xavier,21
Thialfi,21
Frank Dean,21
Shortpack,21
Kyle Jinadu,21
Manuel Enduque,21
Nightmask,21
Jack Castle,20
Philo Zogolowski,20
Elton Morrow,20
Cloud,20
Hoot Temple,20
Thunder,20
Gregor Shapanka,20
Roscoe Sweeney,20
Urd,20
Jurgen Hauptmann,20
Karl Kaufman,20
Madeline Bass,20
Edward March,20
Reed Richards,20
Georges Baptiste,20
Kronos,20
Nebulon,20
Terrance Sorenson,20
Andr\u00e9 Gerard,20
Lunatik,20
Garm,20
Tyrak,20
Emma Collins,20
Eson,20
Oneg,20
Jerry Hunt,20
Sleipnir,20
Adora,20
Michael Bowen,20
Wade Cole,20
Joseph Cartelli,20
Amy Powell,20
Brian Banner,20
Centurious,20
"Winthrop Roan, Jr.",20
Sassafras,20
Wendy Conrad,20
Jesse Black Crow,20
Alfredo Morelli,20
Amanda Batavides,20
Nicholas Powell,20
Simon Walterson,20
Beatrix Keener,20
Face,20
Olinka Barankova,20
Orphan-Maker,20
Chloe Tran,20
John Porter,20
Robin Chapel,20
Geatar,20
Katherine McClellan,20
Keith Kraft,20
Samuel Majowski,20
Delphi,20
Devos,20
Elsie Dee,20
Andrew Graves,20
Anne Weying,20
Brian Hibbs,20
Pandora Destine,20
Rory Destine,20
Samantha Destine,20
Vladimir Kravinoff,20
Sean McKeever,20
Bernie Lachenay,20
Nils Styger,20
Cassie St. Commons,20
Jack Truman,20
Stewart Ward,20
Dog Logan,20
Heather Cameron,20
Temugin,20
Alexander Lexington,20
Miguel Reyes,20
Ravenous,20
Henry Hellrung,20
Alejandra Blaze,20
Lord Deathstrike,20
Rachel Cole,20
Jet Zola,20
Aldrif Odinsdottir,20
Dennis Burton,19
Richard Jones,19
Roddy Colt,19
Benjamin Franklin,19
Lobo,19
Battle Brady,19
Socko Swenski,19
Belle Taylor,19
Jane Hastings,19
Hamir the Hermit,19
Kathryn Worthington,19
"Nick Lewis, Sr.",19
Warren Worthington Jr.,19
Brian Dunlap,19
Vincent Patilio,19
Caesar Cicero,19
Victor Frankenstein,19
Darren Bentley,19
Jenna,19
Kulan Gath,19
Patricia Starr,19
Thulsa Doom,19
Linda Littletrees,19
Agamotto,19
Harold Meachum,19
Abner Little,19
Astra,19
Byron Calley,19
Hobgoblin,19
Lance Hunter,19
Maria Carbonell,19
Rick Rojatt,19
Scintilla,19
Zanda,19
Denise Baranger,19
Josef Saint,19
Amahl Farouk,19
Ray Landers,19
Flying Tiger,19
Victoria Star,19
James McDonald,19
Luke Merriweather,19
Eitri,19
Francis Tork,19
Tundra,19
Ferdinand Lopez,19
Abraham Kieros,19
Bartholomew Jones,19
Craig Saunders Jr.,19
Mick,19
Stephen Beckley,19
Dreamqueen,19
Fantasia,19
Garthan Saal,19
Mephista,19
Victor Strange,19
Meryet Karim,19
Prometheus,19
Albert,19
Ginger Beach,19
Infinity,19
Nathan Taylor,19
Edward Dyson,19
Leona McBride,19
Michael Jeffries,19
Wolf,19
Adam Destine,19
George Baker,19
Izo,19
Thor Odinson,19
Chesbro,19
Edward McDonough,19
Nahrees,19
Nakia,19
Katherine Farrell,19
Isaiah Bradley,19
Lorelei Travis,19
Praxagora,19
Profile,19
Hui Lin,19
James Wa,19
Li Hua,19
Aleksandra Nikolaevna,19
Alisande Morales,19
Anti-Venom,19
Screwball,19
Adam Brashear,19
Annie,19
George Tarleton,19
Drusilla,19
Tamara Devoux,19
Shogo Lee,19
Zar,18
Dynamic Man,18
John Steele,18
Della Mason,18
Lance Temple,18
Fenris Wolf,18
Norton McCoy,18
Bast,18
Theodore Roberts,18
Franz Cadavus,18
Paul Destine,18
Alex Nevsky,18
Mindy McPherson,18
"Clark Savage, Jr.",18
Dakimh,18
John D. Armbruster,18
Dweller-in-Darkness,18
Lloyd Bloch,18
Yagzan,18
Alexandra Rasputina,18
Horus,18
Krakoa,18
Nathaniel Alexander Byrd,18
Norma Astrovik,18
Werner Schmidt,18
Aaron English,18
Aaron Salomon,18
Barton Hamilton,18
Kingo Sunen,18
Nykonn,18
Hoder Villison,18
Jackson Weele,18
Jonathan Drew,18
Alejandro Montoya,18
Necromon,18
Asmodeus,18
Carter Blaire,18
Hamilton Slade,18
Agnar of Vanaheim,18
Doug Thompson,18
Gardner Monroe,18
Gayle Watson,18
Plague,18
Thomas Lennox,18
Alton Vibereaux,18
Manslaughter,18
Keiv,18
Mongoose,18
Robin Braxton,18
Mister Jip,18
Buck Cashman,18
Eduardo Lobo,18
Takashi Matsuya,18
Teresa Vasquez,18
Albert Cleary,18
Bliss,18
Fin,18
Samantha Joyce,18
Gary Paretsky,18
Neal Saroyan,18
Cyttorak,18
John Wraith,18
Korath-Thak,18
Pilgrim,18
Carl Denti,18
"Jacob Gavin, Jr.",18
Malcolm Murphy,18
Noah DuBois,18
Mister Nacht,18
Kevin Tremain,18
Gator,18
Lord Tyger,18
John Ryker,18
Pixie,18
Davis Cameron,18
Wild Sentinels,18
Evangeline Whedon,18
Kiden Nixon,18
Ultimaton,18
Gilberto Corazon,18
Ismael Ortega,18
Miguel Legar,18
Ord,18
Patrick Mulligan,18
Titannus,18
Angmo-Asan,18
Demetrius Lazer,18
Kimura,18
Crosta,18
Janice Lincoln,18
Walter Macken,18
Maximilian Frankenstein,18
Lucky,18
Ex Nihilo,18
Scott Adsit,18
Leila Davis,18
Earl Everett,17
Valkin,17
Peter Noble,17
Pepper Burns,17
Mary Mitchell,17
Emilio Diaz,17
Red Hawk,17
Thunder,17
Lightning,17
Whirlwind,17
Elendil,17
Skuld,17
Edna Andrews,17
Francois Le Blanc,17
Humanoids,17
Lucifer,17
Maa-Gor,17
Dredmund Cromwell,17
Volla,17
Raniero Drago,17
Angelo Baldini,17
Eric Gruning,17
Gor-Tok,17
Ivan Krushki,17
Lemuel Dorcas,17
Torgo,17
Noah Perricone,17
Ellen Brandt,17
Gog,17
Andrew Blodgett Mayfair,17
Krista,17
Snake Dance,17
Candace Nelson,17
Hugh Jones,17
Katherine Reynolds,17
Ward Meachum,17
Kray-Tor,17
Lisa Castle,17
Maria Castle,17
Mimir,17
Osiris,17
Tode,17
Katherine Summers,17
Rodney Kemp,17
Ross Horton,17
Uni-Mind,17
Helmut Gruler,17
Hugh Howards,17
Mister Chambers,17
Jonathan Clark,17
Doris Urich,17
Hellhounds,17
Atum,17
Bereet,17
Brendon Doyle,17
Leonard Hebb,17
Biotron II,17
Jester IV,17
Microtron II,17
Candi,17
Kofi Whitemane,17
Jalome Beacher,17
Buck Chisholm,17
Nenora,17
Carlton Drake,17
Matthew Plunder,17
Eric Savin,17
Mikel Fury,17
Zanti Chikane,17
Kurt Gerhardt,17
Buford Wilson,17
St. Johnny,17
Ernst Sablinova,17
Kodiak,17
Oonagh Mullarkey,17
Scott Washington,17
Theodore Winchester,17
Wyre,17
Maxwell Taylor,17
Scream,17
Bathsheva Joseph,17
Blitziana,17
Cathy Webster,17
Medea,17
Semiramis,17
Giuletta Nefaria,17
Ryder,17
Fang,17
Baymax,17
Duane Freeman,17
Hiro Takachiho,17
Morris Maxwell,17
Isabella Carmela Magdalena Gnucci,17
Oubliette Midas,17
Francis Klum,17
Cassie Lathrop,17
Christopher Seyfert,17
Jolen,17
Peter Seyfert,17
"Louis Sadler, Jr.",17
Zuzha Yu,17
Arch-E-5912,17
Ero,17
Leper Queen,17
Mister Lao,17
Eliphas,17
Eric Gitter,17
Irani Rael,17
Egghead,17
Benito Serrano,17
Reginald Fortean,17
Wally Layton,17
Charles Xavier,17
Theodore Marley Brooks,17
Arno Stark,17
Daniel Rose,16
William Waring,16
Winston Churchill,16
James Bennett,16
Albert Malik,16
Cliff Mason,16
Pat Mahoney,16
Apache,16
Randy Clayton,16
Rawhide Kid,16
John F. Kennedy,16
Pamela Hawley,16
Leonardo da Vinci,16
Verdandi,16
Harris Hobbs,16
Sentinel Mk I,16
Xandu,16
Artemis,16
Sayge,16
Jun Ching,16
Joseph Timms,16
Kinji Obatu,16
Sentinels Mk II,16
Harlan Vargas,16
Jack Kleveno,16
Willard Weir,16
Johnny Wakely,16
Michael Stockton,16
Benjamin Donovan,16
Raymond Coker,16
Zephyr,16
"Frank Castle, Jr.",16
Gina Morelli,16
Michael Rossi,16
Nikolai Rasputin,16
Jacko Tanner,16
Thomas Lightner,16
Anthony Davis,16
Basil Crushstone,16
Django Maximoff,16
Frank Gianelli,16
Greg Salinger,16
Minn-Erva,16
Primus,16
Vakume,16
Belladonna,16
Jonas Hale,16
Sarah Clark,16
Scotty McDowell,16
Abdul Qamar,16
Dennis Bukowski,16
Degrayde,16
James Marks,16
Nanotron,16
Varnae,16
Arthur Blackwood,16
Gregory Nettles,16
Melina Vostokoff,16
Red Queen,16
Tweedledope,16
Ape,16
Gilpetperdon,16
Leir,16
Louis Hamilton,16
Ariana Saddiqi,16
Cecilia Cardinale,16
Nigel Frobisher,16
Tam Anderson,16
Bart Rozum,16
J. R. Walker,16
Nikolaus Geist,16
Philip Sterns,16
Vostok,16
Whiteout,16
Andrew Jackson,16
At-Lass,16
Breeze James,16
Thomas Sorenson,16
Allegra Bazin,16
Esteban Beach,16
Fabian Marechal-Julbin,16
Jeff Hagees,16
Phillipe Bazin,16
Alexis Primo,16
Craig Blaze,16
Emma Blaze,16
Gawain,16
Jamie Flores,16
Alkhema,16
Isaac Javitz,16
Katu Kath,16
Mary Lavinia Octavius,16
Roberto da Costa,16
Veronica Benning,16
Boone,16
Chakra,16
Emrys Killebrew,16
Gregor,16
Llyron McKenzie,16
Piezo-electrical Logistic Analytical Tactical Operator,16
Xenith,16
Alison Mongrain,16
Delilah Dearborn,16
Hope Hibbert,16
Lady Vermin,16
Green Goblin,16
Fiz,16
James Howlett,16
Vargas,16
Woodstock Schumaker,16
Azazel,16
Patricia Robertson,16
Absolon Mercator,16
Anti-Cap,16
Arthur Zix,16
Ditto,16
Maxwell Jordan,16
Wicked,16
Itsu,16
Jacob Oh,16
Jake Slayton,16
Matthew Risman,16
Walter Declun,16
Kate Kildare,16
Milo Fields,16
William Cobb III,16
Ol-Sahm,16
Qubit,16
Anton Vanko,16
Br\u00fcn,16
Doug Johnson III,16
Ms. Lion,16
Corvus Glaive,16
Tyrannix the Abominoid,16
Jim Gardley,15
Victor Jay,15
Preston Hardwick,15
Terror,15
Kent Blake,15
White Swan,15
Zane Temple,15
Karl von Horstbadden,15
Howard Mitchell,15
Joe,15
Boris,15
Falcona,15
Haag,15
Naga,15
Tanya Anderssen,15
Joshua Link,15
Jason Grey,15
Jason Kimball,15
Lou-Ann Savannah,15
Thog,15
Thomas J. Roberts,15
Drake Shannon,15
Silas King,15
Thomas Stuart,15
Desmond Pitt,15
Lawrence Chesney,15
Manphibian,15
Abraham Klein,15
Harrison Thompson,15
Charles Delazny Jr.,15
Impulse,15
Robert Bruce Banner,15
Tefral,15
Carina Walters,15
Don Thomas,15
Josie,15
Phillip Prometheus,15
Yi Yang,15
Arthur Dearborn,15
Marx,15
Craig Sinclair,15
Demon Bear,15
Tick Tock,15
Dragon of the Moon,15
Knave,15
Magus,15
AC-DC,15
Beautiful Dreamer,15
Interloper,15
Oblivion,15
Randi,15
Bird-Brain,15
Llan,15
Tang Jhimon,15
Heidi Franklin,15
Nathan Lemon,15
Daryl Andrews,15
Divad,15
Laura Dunham,15
Francisco Milan,15
Mortigan Goth,15
Seer,15
Torbert Octavius,15
Blackwulf,15
Hurricane,15
Loga,15
Mattie Baptiste,15
Newton Destine,15
Cordelia Frost,15
Elaine Coll,15
Heidi Sladkin,15
Hemingway,15
Sack,15
Simon Trask,15
Gloria Mu\u00f1oz,15
Deuce,15
Shantal Wilsk,15
Strider,15
Ursula,15
Aiko Miyazaki,15
Jonathan Tremont,15
Angela Lipscombe,15
Molly von Richthofen,15
Nina Smith,15
Sarah Stacy,15
Tatiana Caban,15
Ted Mankowski,15
Ethan Edwards,15
Captain,15
Consultant,15
Miriam Sharpe,15
Rob,15
Bev Sykes,15
Jack Kooning,15
Magdalena Marie,15
Michael van Patrick,15
Orson Randall,15
Pagon,15
Ra-Venn,15
Caretaker,15
Sadie Sinclair,15
Vengeance,15
Betty Swanson,15
Christopher Colchiss,15
Lisa Molinari,15
Shir Ydrn Talonis,15
Sylvie Lushton,15
Lady Stilt-Man,15
Onomi Whitemane,15
Wilhelmina Kensington,15
Annabelle Adams,15
Donald Meland,15
Katherine Kiernan,15
Eva Alexander,15
Randall Jessup,15
John Renwick,15
Proxima Midnight,15
Joseph Goebbels,14
Wyatt Earp,14
Gorgilla,14
Nikita Khrushchev,14
Jonathan Juniper,14
Kurt Marko,14
Sam,14
Jack Winters,14
Rance Preston,14
Zom,14
Ikthon,14
Lawrence Trask,14
Mordecai Boggs,14
Cephalus,14
Daniel Radford,14
Doomsday Man,14
Meredith McCall,14
Psyklop,14
Thoth-Amon,14
Albert Rackham,14
Andrew Kale,14
Chi Lo,14
David Carter,14
Ellie Roberts,14
Joanne Tumolo,14
Mercurio,14
Necrodamus,14
Harlan Krueger,14
Imus Champion,14
Kristine Saunders,14
Marie Laveau,14
Sam Silvercloud,14
Hydron,14
Magnum,14
Arnold Astrovik,14
James Petrie,14
Christopher Thorn,14
Michael Burley,14
Paul Same,14
Andreas Zorba,14
Blaze Kendall,14
Bram Velsing,14
Daniel Jones,14
Eugene Stivak,14
Magique,14
Nicholas Scratch,14
Ted Locke,14
Tracy Burke,14
Winda Wester,14
Harris Moore,14
Holly Gillis,14
Miles Warren,14
Achille DiBacco,14
Frederick Sloan,14
Niamh Chinn Oir,14
Fahnbullah Eddy,14
Theresa Pryde,14
Gabriel Lan,14
Kenneth Crichton,14
Landra,14
Nedda,14
Roger Hochberg,14
Sarah Rogers,14
Scarlet Fasinera,14
Kenneth Barnett,14
Oliver Osnick,14
Alec Thorne,14
Donald Menken,14
Wraarl,14
Vidar Odinson,14
Fern,14
Lump,14
Michael,14
Solitaire,14
Hector Lennox,14
Max,14
Evan Swann,14
Gosamyr,14
Michael Janes,14
Gilbert Vaughn,14
Kwan Zhao,14
Number Nine,14
Prince Baran,14
Ed Marrero,14
John Kelly,14
Kearson DeWitt,14
Nobilus,14
Barrage,14
Tusk,14
Che,14
Eileen Harsaw,14
James Lucas,14
Lorna Kleinfeldt,14
Lucia Callasantos,14
Nakota,14
Taylor Blackwell,14
Agony,14
Lasher,14
Lynx,14
Phage,14
Riot,14
Sister Nil,14
Tyrant,14
Cody Fleischer,14
Philip Sheldon,14
Elizabeth Tyne,14
Rafael Carago,14
Vessel,14
Bob Stirrat,14
Steele Fitzpatrick,14
Amanda Fairmont,14
Gaia,14
Leiko Tanaka,14
Ness,14
Alda Huxley,14
Gloria Dayne,14
Manuel Vicente,14
Gordon Thomas,14
Normie,14
Ellie Phimister,14
William Lamont,14
Alex Anderson,14
Faith Shabazz,14
Gennady Gavrilov,14
Jessie,14
John Anderson,14
Amelia Weatherly,14
Holden Holliway,14
Rutherford Princeton III,14
Yukotujakzurjimozoata,14
Cannibal,14
Sal Kennedy,14
Zachary Smith Jr.,14
Max Lohmer,14
Michael van Patrick,14
Joaquin Pennysworth,14
Kyknos,14
Omaka,14
Simone DeSantos,14
William Hollister,14
Daniel DuBois,14
Daniel Whitehall,14
James Natale,14
Oola Udonta,14
Raizo Kodo,14
Nara,14
Necromancer,14
Patricia Wolman,14
Recorder 451,14
Perrikus,14
Trajah,13
Larry Scott,13
Witness,13
Doug Johnson,13
Elizabeth II,13
Helen,13
Mister Kruger,13
Yalu River Rosie,13
Arrowhead,13
Battleship Burke,13
Salty Smith,13
Santa Claus,13
Tricephalous,13
Yuri Topolov,13
Anton Vanko,13
Don Hertz,13
Dreamstalker,13
Mister Davis,13
Nathan Dolly,13
Orini,13
Anelle,13
Joseph Smith,13
Keeper of the Flame,13
Punisher,13
Rigellian Grand Commissioner,13
Clay Riley,13
Daniel Damian,13
Brother Royal,13
Joseph Stalin,13
Joost van Straaten,13
Josh Kittling,13
Mordecai Midas,13
Piper,13
Barbara Denton,13
Frank Oliver,13
Jason Roland,13
Brian Muldoon,13
Damon Dran,13
William Harper Littlejohn,13
Ramrod,13
Fera,13
Hellfire,13
Lee Wing,13
Brynocki,13
Mitchell Tanner,13
Trocero,13
Victoria von Frankenstein,13
James-Michael Starling,13
Samuel Holden,13
Agent Axis,13
Arnie Berman,13
Brutacus,13
Frank Moore,13
Jemiah,13
Ned Lathrop,13
Waldo,13
Antoine Delsoin,13
Arsenal,13
David Mitchell,13
White Dragon,13
Artemus Pithins,13
Randall Spector,13
Yvette Avril,13
Catherine Moranis,13
Mira,13
David Ishima,13
Gronk,13
Phobius,13
Carson Knowles,13
Emmanuel da Costa,13
Gail Runciter,13
Mistress Love,13
Shingen Harada,13
Stone,13
Mary McGrill,13
Executioner,13
Merriwether Locklin,13
Phillip Carlisle,13
Zsaji,13
Giggles,13
Khoryphos,13
Matthew,13
Pearl Gross,13
Quill,13
Tetra,13
Anita Ehren,13
Arthur Goddard,13
Edward Pasternak,13
Jerome Johnson,13
Shapur,13
TESS-One,13
James Madrox,13
Cairbre,13
Erica Fortune,13
Gayle Rogers,13
Jack Taggert,13
Jonathan Caesar,13
Manoli Wetherell,13
Sapphire Styx,13
Winston Manchester,13
Eugene Strausser,13
Hadad,13
Lisa Vaughn,13
Dwight Hubbard,13
James Sharp,13
Linda Wei,13
Noble Kale,13
Sean Dolan,13
Seraph,13
Shelley Conklin,13
Christopher Daniels,13
Gloria Angel,13
Hard-Drive,13
Min Li Ng,13
Nox,13
Phil Grayfield,13
Conrad Mack,13
Milos Abyss,13
Obax Majid,13
Orwell Taylor,13
Amanda Chaney,13
Anak,13
Fisher Todd,13
Larry Arnold,13
Spyne,13
Vincent Stevens,13
Dirtnap,13
Kimberly Dee,13
Lunatik,13
Moonstomp,13
Benjamin Grimm,13
Jonathan Storm,13
Reed Richards,13
Susan Storm,13
Lilli Stephens,13
Sasquatch,13
William Allen,13
Dewoz,13
Charlotte Witter,13
Glenda Sandoval,13
Red Shift,13
Avia,13
Christine Cord,13
John Lopez,13
Alaris,13
Francis Leighton,13
Gabe Acheron,13
Neil Garrett,13
Freakshow,13
Hub,13
James Murch,13
Jon Kasiya,13
Noriko Nagayoshi,13
Agent Deems,13
Roger Gocking,13
John Lennon,13
Rebecca Ryan,13
Boris Vadim,13
Morrow,13
Red Guardian,13
Ted Castle,13
Jat Vor-Thrul,13
Sovel Redhand,13
Bruce Babbage,13
G\u00f6ndul,13
Hit-Monkey,13
K\u00e1ra,13
Parul Kurinji,13
Unit,13
Viktor Uvarov,13
Ichisumi,13
Ikon,13
Loki Laufeyson,13
Johann Shmidt,13
Daman Veteri,13
Ian Zola,13
Karasu-Tengu,13
Doombot,13
Selah Burke,13
Lightning,12
Flexo,12
Roy Chambers,12
Jeff Jordan,12
Jack the Ripper,12
Skip McCoy,12
Sargent Pulaski,12
Eagle,12
King,12
Giganto,12
Charlie,12
Kala,12
Captain Barracuda,12
Manuel Eloganto,12
Aged Genghis,12
Kaecilius,12
Kroda,12
Magrat,12
Qnax,12
Prince Rey,12
Monster Android,12
Orikal,12
Nebulo,12
Orlando Furio,12
Thakos,12
Commander Kraken,12
Cynthia von Doom,12
Biri,12
Carter Dyam,12
Gideon Mace,12
Ina,12
Willis Stryker,12
Ard-Con,12
Flea,12
Lucas Brand,12
John Kowalski,12
Aurora Rabinowitz,12
Glitternight,12
Robert Nicolle,12
Sentinel Mk III,12
Straw Man,12
Awilda Ayala,12
David Munroe,12
Domo,12
James Larner,12
Burt Kenyon,12
Fang,12
Hargen,12
John McIver,12
Lady Elizabeth Braddock,12
Ledge,12
Michael Barnett,12
Sagittarius,12
Gwendolyne Sabuki,12
Merriem Drew,12
Anna Kapplebaum,12
Eric Slaughter,12
Gregor Russoff,12
Ling McPherson,12
Edwin Cord,12
Gregor Buhkarov,12
Jawaharal Patel,12
Joseph Pincus,12
Kiana,12
Mark Cadmon,12
Raoul Hernandez,12
Bella Blaire,12
Cassandra Ferlenghetti,12
Helio,12
Sabrina Morrel,12
Rebecca Banner,12
Ruriko Tsumura,12
Crystar,12
Cody Robbins,12
Jebediah Guthrie,12
Tarianna,12
Gunthar,12
Tar Baby,12
Anneka,12
Lionel Jeffries,12
Melody Guthrie,12
Renee Deladier,12
Chance,12
Lea C. Farr,12
Burt Horowitz,12
Carlos Lobo,12
Clumsy Foulup,12
David Moreau,12
Davis Lawfers,12
